Nom,Nom url,Developpeur,Categorie(s),Nombre installations,Date de mise a jour,Taille,Version Actuelle,Version Android,Note,Date,Heure
JBL Headphones,stc.com,"Harman Consumer, Inc.",Music & Audio,1000000,2022-03-14 00:00:00.000000,67 Mo,5.5.9,7.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:25.019366
Music Downloader - Mp3 music,free.music.tubedownloader.musicdownloader,Rock Music Downloader,Music & Audio,50000,2022-04-09 00:00:00.000000,13 Mo,1.0.4,5.0,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:25.131458
Unlimited MP3 Music Downloader,whimmusic.info,Whim Music,Music & Audio,10000000,2022-04-04 00:00:00.000000,22 Mo,537,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:25.353876
Dj it! - Music Mixer,mixer.music.pro.sound.effects,Gismart,Music & Audio,5000000,2022-03-24 00:00:00.000000,172 Mo,1.20,5.0,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:25.487314
SoundCloud: Play Music & Songs,soundcloud.android,SoundCloud,Music & Audio,100000000,2022-04-11 00:00:00.000000,92 Mo,2022.04.01.,6.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:25.598914
Find My Kids: Location Tracker,findmykids.app,GEO TRACK TECHNOLOGIES INC,Parenting,10000000,2022-04-08 00:00:00.000000,96 Mo,2.4.60,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:25.871169
"Pregnancy + | tracker app, week by week in 3D",hp.pregnancy.lite,Philips Digital UK Limited,Parenting,10000000,2022-03-30 00:00:00.000000,54 Mo,5.17,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:25.981753
Music Player - Audify Player,musicplayer.playermusic,Audify Music Player,Music & Audio,50000000,2022-04-09 00:00:00.000000,22 Mo,1.88.2,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:26.241068
WeMoms - Pregnancy and Moms,wemoms,WeMoms,Parenting,1000000,2022-04-05 00:00:00.000000,46 Mo,3.05.03,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:26.387594
FamiSafe: Parental Control App,wondershare.famisafe,"WONDERSHARE TECHNOLOGY CO., LIMITED",Parenting,1000000,2022-03-30 00:00:00.000000,20 Mo,5.6.0.199,4.4,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:26.608341
Music player,media.music.mp3.musicplayer,recorder & smart apps,Music & Audio,50000000,2021-10-21 00:00:00.000000,13 Mo,77.02,4.2,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:26.848265
Contraction Timer & Counter 9m,neiman.contractions,Neiman,Parenting,1000000,2022-01-31 00:00:00.000000,7.4 Mo,1.4.2,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:27.091189
"Pregnancy tracker week by week, countdown",tracker.eva,Evaevacorp,Parenting,100000,2021-11-23 00:00:00.000000,13 Mo,1.3.1,5.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:27.260803
Pregnancy Tracker Week by Week,wachanga.pregnancy,Wachanga,Parenting,1000000,2022-04-07 00:00:00.000000,50 Mo,3.52.2,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:27.371031
Family Tracker by Phone Number,family.locator.find.my.kids,BetterLife Technology,Parenting,1000000,2022-03-29 00:00:00.000000,19 Mo,2.4.2,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:27.603723
Spotify - Music and Podcasts,spotify.tv.android,Spotify AB,Music & Audio,10000000,2022-04-04 00:00:00.000000,9.0 Mo,1.55.0,5.0,2.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:27.843859
Baby + | Your Baby Tracker,hp.babyapp,Philips Digital UK Limited,Parenting,1000000,2022-04-05 00:00:00.000000,120 Mo,2.10.2,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:28.480235
Pregnancy Tracker | Preglife,gravid.gravid,Preglife,Parenting,1000000,2022-03-21 00:00:00.000000,122 Mo,7.4.15,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:28.702256
Track Family GPS Location - Spotline,famspotline,Digital Solutions LLC,Parenting,1000000,2022-02-16 00:00:00.000000,157 Mo,1.5.1,6.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:29.048171
Baby Sittor,babysittor,Baby Sittor,Parenting,100000,2022-04-06 00:00:00.000000,13 Mo,4.3.20,5.0,3.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:29.379863
Qustodio Parental Control & Screen Time App,qustodio.family.parental.control.app.screentime,Qustodio LLC,Parenting,1000000,2022-03-07 00:00:00.000000,21 Mo,182.7.1,5.1,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:35:29.491784
Kids 360 – parental control,kids360.parent,Kids360 LLC,Parenting,500000,2022-03-29 00:00:00.000000,14 Mo,1.32.3,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:35:29.604146
Pregnancy tracker - Momly,pregnancy.tracker.due.date.countdown.contraction.timer,"Pregnancy apps contraction timer, due date tracker",Parenting,1000000,2022-04-04 00:00:00.000000,39 Mo,1.29.3,5.0,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:30.371825
Parental Control - Screen Time & Location Tracker,screentime.rc,Parental Control App by Screen Time Labs,Parenting,1000000,2022-03-30 00:00:00.000000,11 Mo,3.11.62,5.1,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:30.491098
ELYZE - Présidentielle 2022,lesengages.elyze,François Mari,News & Magazines,500000,2022-03-22 00:00:00.000000,85 Mo,1.3.2,5.0,2.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:30.833209
Alertes info France,safe.bnfr,Safe Apps Inc,News & Magazines,5000000,2022-04-11 00:00:00.000000,20 Mo,10.9.35,4.2,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:31.165830
franceinfo: actualités et info,francetv.apps.info,France Télévisions,News & Magazines,1000000,2022-04-05 00:00:00.000000,37 Mo,7.12.0,5.1,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:31.295542
Ovulation Calendar & Fertility,getpregnant.getbaby.flo,Arbor Ltd,Parenting,1000000,2021-04-21 00:00:00.000000,14 Mo,1.030.31,4.4,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:31.517550
BFMTV - Première sur l'info,nextradiotv.bfmtvandroid,NextInteractive,News & Magazines,1000000,2022-03-31 00:00:00.000000,25 Mo,8.0.0,8.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:31.744426
Breaking News: Local & Alerts,safe.bn,SAFE APPS,News & Magazines,10000000,2022-04-11 00:00:00.000000,22 Mo,10.9.35,4.2,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:31.873238
TF1 INFO - LCI : Actualités,smartnsoft.metro,La Chaîne Info,News & Magazines,1000000,2022-03-31 00:00:00.000000,45 Mo,7.4.0,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:35:31.983828
Apex News: Breaking & Local,opera.app.news.us,Opera,News & Magazines,1000000,2021-12-30 00:00:00.000000,20 Mo,10.4.2254.59991,6.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:32.093833
Baby Name Together,BabyName.start,Linkinet,Parenting,500000,2022-01-21 00:00:00.000000,29 Mo,3.4.5,7.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:35:32.204660
Baby Tracker - Breast Feeding,babytracker.newbornfeeding.babycare,Easy Health,Parenting,100000,2021-12-28 00:00:00.000000,9.5 Mo,1.0.17,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:32.315653
BabyCam - Baby Monitor Camera,arjonasoftware.babycam,Arjona Software,Parenting,1000000,2022-03-18 00:00:00.000000,13 Mo,2.16,4.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:32.427339
Opera News: Breaking Local & US Headlines,opera.app.news,Opera,News & Magazines,100000000,2022-02-25 00:00:00.000000,20 Mo,10.5.2254.60665,6.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:32.652868
Le Parisien : l'info en direct,kreactive.leparisienrssplayer,Le Parisien,News & Magazines,1000000,2022-04-01 00:00:00.000000,20 Mo,9.3.6,5.0,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:33.109553
Little Stories: Bedtime Books,diveomedia.little.stories.bedtime.books.kids,Diveo Media - Story Books for Kids,Parenting,1000000,2022-04-04 00:00:00.000000,114 Mo,3.4.21,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:33.220334
"Ouest-France, l’info en direct",ouest.france,Ouest-France,News & Magazines,1000000,2022-03-24 00:00:00.000000,19 Mo,4.10.1,5.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:33.444241
Apps for Chromecast Guide,iart.chromecastapps,i-art,News & Magazines,10000000,2022-04-05 00:00:00.000000,16 Mo,2.20.06,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:33.681445
Cafeyn Newspapers & magazines,lekiosque,Cafeyn,News & Magazines,1000000,2022-03-24 00:00:00.000000,50 Mo,4.19.3,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:35:33.791961
Le Soir – Actu et info,appsolution.lesoir,Rossel & Cie,News & Magazines,100000,2022-04-05 00:00:00.000000,60 Mo,6.1.1,7.0,2.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:34.011987
RMC : Info Talk Sport,nextradiotv.rmc,NextInteractive,News & Magazines,1000000,2022-03-18 00:00:00.000000,23 Mo,7.9.3,5.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:34.245150
"France Inter - radio, actus",radiofrance.radio.franceinter.android,Radio France,News & Magazines,1000000,2022-04-11 00:00:00.000000,34 Mo,7.23.1,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:34.355850
CNEWS - Toute l'Actu en direct,canalplus.itele,GROUPE CANAL+,News & Magazines,500000,2022-03-16 00:00:00.000000,10.0 Mo,5.5.3,4.4,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:34.575834
ici par France Bleu & France 3,radiofrance.radio.francebleu.android,Radio France,News & Magazines,500000,2022-04-07 00:00:00.000000,42 Mo,14.0.5,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:34.695222
Ultra Junk Cleaner - Memory & Performance Booster,junkcleaner.app,UNCLEBO LTD,Personalization,10000000,2022-01-27 00:00:00.000000,9.7 Mo,1.0.2,4.4,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:35.030419
ZEDGE™ Wallpapers & Ringtones,zedge.android,Zedge,Personalization,100000000,2022-04-07 00:00:00.000000,38 Mo,7.34.4,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:35.159377
RTBF,rtbf,RTBF,News & Magazines,500000,2022-04-08 00:00:00.000000,7.1 Mo,5.1.0,5.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:35.270412
Courrier international,milibris.courrierinternationallemag,Courrier international,News & Magazines,100000,2022-04-06 00:00:00.000000,48 Mo,2.8.14,5.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:35.380435
Fonts Art: Keyboard Font Maker,fonts.symbol.keyboard.custom.fancy.text.editor,AIBY Inc.,Personalization,5000000,2022-04-08 00:00:00.000000,140 Mo,2.28.12,8.0,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:35.527262
Fonts Keyboard,fontskeyboard.fonts,Fonts Keyboard,Personalization,50000000,2022-03-26 00:00:00.000000,10 Mo,4.5.0.17552,6.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:35.679116
"LED Keyboard: Emoji, Font, RGB",flashkeyboard.leds,Zayzik : LED Keyboard Studio,Personalization,10000000,2022-03-30 00:00:00.000000,43 Mo,16.2.9,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:35.789426
Pixel 4D™ Live Wallpapers,com.live.wallpaper.pixel4d,HelectronSoft Wallpapers,Personalization,10000000,2022-04-07 00:00:00.000000,9.5 Mo,3.1.0,6.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:35.900047
20 Minutes - Toute l'actualité,backelite.vingtminutes,20 Minutes,News & Magazines,1000000,2022-04-11 00:00:00.000000,13 Mo,6.12.4,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:35:36.051742
Brut.,brut.brut,Brut.,News & Magazines,100000,2021-05-07 00:00:00.000000,4.1 Mo,11.6,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:35:36.163234
Anime Wallpapers Live,anime.hdvideo.wallpapers,Wallpaper for me,Personalization,1000000,2022-04-06 00:00:00.000000,13 Mo,1.1.4,6.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:36.298502
Live Wallpapers And Background,techpro.livevideo.wallpaper,Wallpaper app,Personalization,10000000,2022-03-16 00:00:00.000000,20 Mo,2.3.2,6.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:36.408448
Battle Royale Chapter 2 Mobile,royale.wallpapers.hd,Game Epic Wallpapers,Personalization,5000000,2021-11-02 00:00:00.000000,16 Mo,.1.23,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:36.518738
GRAVITY LAUNCHER VS,vs.gravity.launcher.free,VS AndroApps,Personalization,1000000,2020-11-09 00:00:00.000000,6.1 Mo,4.0,5.0,3.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:36.628353
"Mediapart, journal indépendant",mediapart.app,Société éditrice de Mediapart,News & Magazines,500000,2022-02-23 00:00:00.000000,13 Mo,5.13,4.1,3.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:36.778606
Control Center IOS 15 - Screen Recorder,tuanfadbg.controlcenterios,FA developer,Personalization,10000000,2021-08-24 00:00:00.000000,9.1 Mo,2.4.2.13.11,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:36.957096
GRUBL™ 4D Live Wallpapers AI,com.grubl.live.wallpapers3d,HelectronSoft Wallpapers,Personalization,10000000,2022-04-10 00:00:00.000000,20 Mo,3.0.5,8.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:37.068761
Neon LED Keyboard - RGB Lighting Colors,cutestudio.neonledkeyboard,AZ Mobile Software,Personalization,10000000,2021-11-06 00:00:00.000000,38 Mo,2.4.2,4.4,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:37.180096
Glitter Live Wallpaper Glitzy,vinwap.glitter,Vinwap,Personalization,10000000,2022-04-07 00:00:00.000000,9.5 Mo,3.0.20,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:37.290948
Ringtones songs for phone,entertainment.ringtonefree.forphone,Music Ringtone App,Personalization,1000000,2022-03-03 00:00:00.000000,17 Mo,1.2.8,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:37.438110
Anime Wallpapers Full HD / 4K,jrgapps.animewallpapers,JRG Apps: Cool Apps and Games,Personalization,1000000,2022-01-21 00:00:00.000000,7.3 Mo,1.85,6.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:37.574472
Edge Lighting - Borderlight,pixelkraft.edgelighting,ZipoApps,Personalization,10000000,2022-04-05 00:00:00.000000,11 Mo,3.2.4,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:37.796145
Ringtones Songs For Android,ringpro.popular.freerings,Ringtones App For Phone,Personalization,5000000,2022-03-14 00:00:00.000000,15 Mo,1.1.21,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:37.924506
Transparent Screen & Live Wallpaper,Transparent.Screen.Live.Wallpaper,Mobi Softech,Personalization,5000000,2022-03-15 00:00:00.000000,11 Mo,5.7,4.4,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:35:38.034373
Translate All- Fast Translator,nas.voice.text.translate.app.language.translator.word.speak.translation,TOPEDGE TECH,Personalization,1000000,2022-04-01 00:00:00.000000,11 Mo,3.8,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:38.156839
"Zomj: Emojis Keyboard 2021 - Sticker, GIF, Symbols",keyboard.rgbkeyboards,RGB and Emoji Keyboard Studio,Personalization,1000000,2022-01-07 00:00:00.000000,64 Mo,3.5.2,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:35:38.272617
X Icon Changer - Change Icons,hexman.xiconchanger,ASTER PLAY,Personalization,10000000,2022-04-08 00:00:00.000000,16 Mo,4.0.5,4.1,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:38.714915
Photo Editor Pro,editor.photoeditor.photoeditorpro,InShot Inc.,Photography,100000000,2022-03-08 00:00:00.000000,20 Mo,1.395.116,5.0,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:39.051206
FaceApp: Face Editor,faceapp,FaceApp Technology Ltd,Photography,100000000,2022-04-07 00:00:00.000000,52 Mo,10.1.3.3,7.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:39.276347
3D Live wallpaper - 4K&HD,parallax3d.live.wallpapers,ZERO Tech,Personalization,10000000,2021-07-27 00:00:00.000000,9.2 Mo,1.7.0,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:35:39.500990
Video Editor & Maker - InShot,camerasideas.instashot,InShot Video Editor,Photography,100000000,2022-03-23 00:00:00.000000,54 Mo,1.815.1352,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:39.630892
Live  Wallpaper HD,every.single.touch.breathe.missing.speed.wallpaper,Wallpaper &,Personalization,100000,2022-03-27 00:00:00.000000,22 Mo,1.5,5.0,3.3,2022-04-11 00:00:00.000000,2022-05-06 21:35:39.742321
Collage Maker - Photo Collage,photoeditor.collagemaker,Photo Editor & Collage Maker,Photography,50000000,2022-04-07 00:00:00.000000,21 Mo,1.351.115,5.0,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:39.868620
Time Warp Scan - Face Scanner,timewarp.scan.bluelinefiltertiktok.free,Selfie and Photo Editor Pro,Photography,500000,2022-04-05 00:00:00.000000,9.2 Mo,1.4,5.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:40.159121
Mods For Minecraft Master,mcpe.bedrock.maps.Mods.Master,Reagill,Personalization,5000000,2022-03-01 00:00:00.000000,11 Mo,2.1,4.4,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:35:40.294801
Photo Collage Maker,artysoul.photoeditor.collagemaker.image.editor,ArtySoul Games Studio,Personalization,500000,2022-03-16 00:00:00.000000,35 Mo,2.8,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:40.406041
FreePrints,planetart.fpfr,PlanetArt,Photography,1000000,2022-03-24 00:00:00.000000,105 Mo,3.48.2,8.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:40.517318
ToonArt: Cartoon Yourself,lyrebirdstudio.toonart,Lyrebird Studios,Photography,10000000,2022-04-07 00:00:00.000000,31 Mo,1.0.20,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:35:40.627944
PREQUEL Aesthetic Photo Editor,prequel.app,Prequel Inc.,Photography,10000000,2022-03-30 00:00:00.000000,141 Mo,1.38.1,5.0,3.3,2022-04-11 00:00:00.000000,2022-05-06 21:35:40.927812
Shot FX: Effects Video Maker,video.fx.live,Sweet Snap Studio,Photography,10000000,2022-04-06 00:00:00.000000,103 Mo,2.13.720,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:41.038350
Facemoji Emoji Keyboard&Fonts,simejikeyboard,EKATOX APPS,Personalization,100000000,2022-04-02 00:00:00.000000,29 Mo,2.9.2.1,4.1,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:41.298312
Collage Maker | Photo Editor,layout.collagemaker,Photo Editor & Collage Maker,Photography,100000000,2022-03-14 00:00:00.000000,16 Mo,2.11.106,5.0,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:41.522003
ProCam X - Lite ( HD Camera Pro ),intermedia.hd.camera.professional,Imagi Mobile,Photography,5000000,2020-05-08 00:00:00.000000,3.7 Mo,1.10,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:35:41.658384
Adobe Lightroom: Photo Editor,adobe.lrmobile,Adobe,Photography,100000000,2022-02-18 00:00:00.000000,216 Mo,7.2.1,6.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:42.119052
"FaceLab: Face Editor, Aging",lyrebirdstudio.facelab,Lyrebird Studios,Photography,10000000,2022-04-08 00:00:00.000000,27 Mo,2.4.3,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:42.229990
PhotoRoom Studio Photo Editor,photoroom.app,Artizans of Photo Video Background Editor App,Photography,10000000,2022-04-08 00:00:00.000000,37 Mo,3.1.2,8.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:42.358533
Official Passport photo,smartphoneid,Smartphone iD,Photography,100000,2022-03-24 00:00:00.000000,22 Mo,1.027,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:35:42.468189
Remini - AI Photo Enhancer,bigwinepot.nwdn.international,Splice Video Editor,Photography,50000000,2022-04-08 00:00:00.000000,135 Mo,2.2.0.202114757,6.0,3.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:42.592661
LALALAB. - Photo printing,invaderscorp.polagram,LALALAB,Photography,5000000,2022-04-07 00:00:00.000000,65 Mo,8.10.0,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:42.940470
QR Scanner - Barcode Scanner,appswing.qr.barcodescanner.barcodereader,Apps Wing,Productivity,10000000,2022-03-07 00:00:00.000000,5.2 Mo,1.5.1,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:35:43.432740
HP Smart,hp.printercontrol,HP Inc.,Productivity,50000000,2022-03-31 00:00:00.000000,99 Mo,9.1.1.2,7.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:35:43.567739
"Photobox - Photo Books, Prints",photobox.android,Photobox Ltd,Photography,1000000,2022-04-07 00:00:00.000000,23 Mo,91,5.0,3.0,2022-04-11 00:00:00.000000,2022-05-06 21:35:43.701771
PDF Reader: Read all PDF files,utilitiesandtool.pdfreader,Software Easy To Use,Productivity,500000,2022-04-06 00:00:00.000000,26 Mo,1.3.5,5.1,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:43.813553
"Duff Translate, Cam Translator",dufftranslate.cameratranslatorapp21,duff hl studio,Productivity,1000000,2022-03-17 00:00:00.000000,109 Mo,1.8,5.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:35:43.954260
CamScanner - PDF Scanner App,intsig.camscanner,CamSoft Information,Productivity,100000000,2022-04-11 00:00:00.000000,97 Mo,6.13.0.2203170000,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:44.309451
QR Scanner: Barcode Scanner & QR Code Scanner,barcodescanner.scan.qrscanner,Simple Design Ltd.,Productivity,50000000,2022-01-17 00:00:00.000000,8.7 Mo,2.4.6.,4.4,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:44.453540
Recover Deleted Photos - Duplicate Photo Finder,km.recoverphotos,Dexati,Photography,5000000,2020-09-08 00:00:00.000000,2.8 Mo,4.1,4.1,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:44.592073
"Face Live Camera: Photo Filters, Emojis, Stickers",lyrebirdstudio.face_camera,Lyrebird Studio,Photography,50000000,2021-11-04 00:00:00.000000,40 Mo,1.8.5,5.0,4.4,2022-04-11 00:00:00.000000,2022-05-06 21:35:44.954094
HP Print Service Plugin,hp.android.printservice,HP Inc.,Productivity,500000000,2022-03-21 00:00:00.000000,55 Mo,22.0.0.25,6.0,4.3,2022-04-11 00:00:00.000000,2022-05-06 21:35:45.064155
Facetune2 Editor by Lightricks,lightricks.facetune.free,Lightricks Ltd.,Photography,50000000,2022-01-22 00:00:00.000000,170 Mo,2.8.2.1.,7.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:45.309023
"Word Office - PDF, Docx, Excel, Docs, All Document",officedocument.word.docx.document.viewer,South Pole Mobile,Productivity,10000000,2022-03-28 00:00:00.000000,74 Mo,300064,5.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:35:45.546876
Digiposte : Digital secured safe,laposte.bnum.digiposteplus,La Poste,Productivity,1000000,2022-03-22 00:00:00.000000,105 Mo,3.17.0,6.0,4.1,2022-04-11 00:00:00.000000,2022-05-06 21:35:45.804586
OPPO Clone Phone,coloros.backuprestore,ColorOS,Productivity,5000000,2021-02-23 00:00:00.000000,11 Mo,5.30.2.,4.4,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:35:45.917681
All Document Reader and Viewer,documentreader.documentapp.filereader,TrustedApp,Productivity,10000000,2022-04-06 00:00:00.000000,34 Mo,2.1.9,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:46.177708
ClevCalc - Calculator,dencreak.dlcalculator,Cleveni Inc.,Productivity,50000000,2022-03-27 00:00:00.000000,11 Mo,2.19.3,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:46.298982
SHEIN-Fashion Shopping Online,zzkko,Shein Group Ltd,Shopping,100000000,2022-03-21 00:00:00.000000,97 Mo,8.0.6,5.0,4.8,2022-04-11 00:00:00.000000,2022-05-06 21:35:46.410815
Amerigo,ideasolutions.amerigo,IdeaSolutions S.r.l.,Productivity,5000000,2022-03-15 00:00:00.000000,12 Mo,.1.0.129,4.4,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:46.751008
Link to Windows,microsoft.appmanager,Microsoft Corporation,Productivity,500000000,2022-03-31 00:00:00.000000,86 Mo,1.22022.164.0,7.0,3.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:46.924515
"leboncoin, petites annonces",leboncoin,LBC France,Shopping,10000000,2022-04-11 00:00:00.000000,49 Mo,5.63.2,7.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:47.035329
Zalando – online fashion store,zalando.mobile,Zalando SE,Shopping,50000000,2022-04-04 00:00:00.000000,36 Mo,22.4.0,5.0,4.7,2022-04-11 00:00:00.000000,2022-05-06 21:35:47.259149
Collect by WeTransfer,wetransfer.app.live,WeTransfer BV,Productivity,10000000,2021-07-23 00:00:00.000000,11 Mo,6.1.1,6.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:47.382144
PDF Scanner APP - Scan to PDF,scanner.scannerapp.free.pdfscanner,Simple Design Ltd.,Productivity,5000000,2022-03-25 00:00:00.000000,13 Mo,1.0.14,5.0,4.9,2022-04-11 00:00:00.000000,2022-05-06 21:35:47.492093
AUTODOC: buy car parts online,autodoc.gmbh,AUTODOC AG - Auto Parts Online Store,Shopping,10000000,2022-04-11 00:00:00.000000,31 Mo,1.9.7,5.0,4.2,2022-04-11 00:00:00.000000,2022-05-06 21:35:47.613999
Klarna | Shop now. Pay later.,myklarnamobile,Klarna Bank AB (publ),Shopping,10000000,2022-04-08 00:00:00.000000,112 Mo,22.12.217,5.0,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:47.731288
AliExpress,alibaba.aliexpresshd,Alibaba Mobile,Shopping,500000000,2022-04-11 00:00:00.000000,107 Mo,8.44.0,5.0,4.5,2022-04-11 00:00:00.000000,2022-05-06 21:35:47.954237
"Fancy Cleaner - Boost, Cleaner",boost.antivirus.junkcleaner,Fancy Mobile Apps,Productivity,5000000,2022-04-03 00:00:00.000000,17 Mo,6.2.0,4.4,4.6,2022-04-11 00:00:00.000000,2022-05-06 21:35:48.189155
Google Assistant,google.android.apps.googleassistant,Google LLC,Productivity,1000000000,2018-03-09 00:00:00.000000,1.3 Mo,0.1.187945513,5.0,4.0,2022-04-11 00:00:00.000000,2022-05-06 21:35:48.411562
